place_id,name,cree_id,latitude,longitude,regular,premium,diesel,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
7054,JORGE FLORES MEDINA,PL/3866/EXP/ES/2015,22.61534,-102.7643,22.55,23.37142058923129,22.95,,Calle Del Fresno,,,Villanueva,Zacatecas,MX-ZAC,
7055,"SERVICIOS GASOLINEROS SANCHEZ JUAREZ, S.A. DE C.V.",PL/4292/EXP/ES/2015,22.28356,-97.84956,20.25,22.0,21.7,,Avenida Monterrey,,Ciudad Madero,Ciudad Madero,Tamaulipas,MX-TAM,89510
7056,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",PL/4291/EXP/ES/2015,25.53751,-103.4439,21.89,24.69,23.99,,Avenida Miguel Hidalgo,,Torreón,Torreón,Coahuila,MX-COA,27200
7057,gas-mart sa de cv,PL/4205/EXP/ES/2015,28.44575,-106.8205,22.99,23.99,25.39,,Arturo Llamas D.,,Cuauhtémoc,Cuauhtémoc,Chihuahua,MX-CHH,31500
7058,NORMAN AUTO SERVICIO S.A. DE C.V.,PL/3526/EXP/ES/2015,23.82844,-103.2283,22.88,24.08,23.08,,,,,Río Grande,Zacatecas,MX-ZAC,
7059,SERVICIO LA RECTA SA DE CV,PL/3634/EXP/ES/2015,19.05929,-98.29459,21.49,23.71,22.937577935115712,Mobil,Boulevard Ruta Quetzalcóatl,,,San Andrés Cholula,Puebla,MX-PUE,72810
7060,Servicio Dakota SA de CV,PL/3279/EXP/ES/2015,19.39735,-99.17307,22.09,24.15,22.937577935115712,G500,Calle Dakota,,,,Ciudad de México,MX-CMX,03810
7061,CARBURANTES DE YUCATAN SA DE CV,PL/4565/EXP/ES/2015,20.9272,-89.69017,21.99,23.29,23.79,Pemex,Anillo Periférico Licenciado Manuel Berzunza,,,Umán,Yucatán,MX-YUC,97392
7062,OPERADORA DE GASOLINERAS DEL ISTMO S.A. DE C.V.,PL/3510/EXP/ES/2015,16.44807,-95.01414,20.94,22.94,23.24,Pemex,MEX 185,,Juchitán,Heroica Ciudad de Juchitán de Zaragoza,Oaxaca,MX-OAX,70014
7063,"ESTACION NUEVA SAN ANTONIO, S.A. DE C.V.",PL/4967/EXP/ES/2015,16.33297,-97.93067,22.29,23.57,23.85,,MEX 200,Rancho Viejo,,San Andrés Huaxpaltepec,Oaxaca,MX-OAX,71700
7064,"SERVI BOULEVARD, S.A. DE C.V.",PL/4401/EXP/ES/2015,19.76048,-99.21586,21.45,23.55,22.59,,,,,Tepotzotlán,Estado de México,MX-MEX,
7065,RODICER COMBUSTIBLES SA DE CV,PL/4661/EXP/ES/2015,20.05525,-97.05212,21.47,23.42,23.19,,Avenida Belisario Domínguez,,,Martínez de la Torre,Veracruz,MX-VER,93603
7066,"FLOGAS, S.A. DE C.V.",PL/4102/EXP/ES/2015,20.6975,-105.244,21.99,23.89,23.49,El Pensador Mexicano,Pino Suárez,,,Puerto Vallarta,Jalisco,MX-JAL,48291
7067,ESTACION DE SERVICIO LA FAVORITA SA DE CV,PL/4354/EXP/ES/2015,20.58232,-102.9244,21.78,24.37,23.79,Pemex,Zapotlanejo - Atotonilco El Alto,,,Zapotlanejo,Jalisco,MX-JAL,45445
7068,JOSE IGNACIO LORETO DURAZO,PL/4848/EXP/ES/2015,30.15561,-109.3201,21.47,23.37142058923129,23.45,,,,,Villa Hidalgo,Sonora,MX-SON,
7069,ESTACION DE SERVICIO BACHOCO SA DE CV,PL/3455/EXP/ES/2015,29.11786,-110.9507,22.99,25.59,22.937577935115712,,Avenida Siete,,Hermosillo,Hermosillo,Sonora,MX-SON,83148
7070,GASOLINERA CUESCO S.A. DE C.V.,PL/4868/EXP/ES/2015,20.44033,-103.3579,21.49,23.35,23.99,,,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45670
7071,INMOBILIARIA EL CARMELO SA DE CV,PL/4271/EXP/ES/2015,18.1494,-93.09765,20.59,22.69,22.69,,,,,Jalpa de Méndez,Tabasco,MX-TAB,86200
7072,ESTACION SERVICIO MURILLO SA DE CV,PL/4728/EXP/ES/2015,25.02765,-111.6648,20.95,22.97,22.937577935115712,,Calle 20 de Noviembre,,Ciudad Constitución,Municipio de Comondú,Baja California Sur,MX-BCS,23600
7073,SERVICIO BERLES SA DE CV,PL/4624/EXP/ES/2015,16.08476,-97.65472,23.19,24.29,24.59,,Carretera Costera,San Felipe,,Villa de Tututepec de Melchor Ocampo,Oaxaca,MX-OAX,
7074,"SUPER SERVICIO BUGAMBILIA, S.A. DE C.V. ",PL/4367/EXP/ES/2015,23.74178,-99.15507,20.79,22.39,22.937577935115712,,Fermin Legorreta,,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87049
7075,AUTOSERVICIO EL DURAZNO SA DE CV,PL/4296/EXP/ES/2015,19.65807,-101.1761,21.25,22.5,21.88,,Avenida Amalia Solórzano de Cárdenas,,Morelia,Morelia,Michoacán,MX-MIC,58350
7076,"ESTACION PIRU, S.A. DE C.V.",PL/3959/EXP/ES/2015,32.48013,-117.0431,20.59,23.29,22.937577935115712,Rendichicas,Calle Periférico,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22626
7077,"COMERCIALIZADORA NLIBJA, SA DE CV  E09020",PL/3716/EXP/ES/2015,25.71633,-97.5022,18.0,23.37142058923129,22.49,,,Ampliación La Tijerita,,Municipio de Matamoros,Tamaulipas,MX-TAM,
7078,"CONSORCIO GASOLINERO PLUS, S.A. DE C.V.",PL/4542/EXP/ES/2015,19.3604,-99.17171,22.89,24.39,22.937577935115712,Hidrosina,Avenida Universidad,,,,Ciudad de México,MX-CMX,03240
7079,SERVICIO ECOLOGICO CHIMALHUACAN S.A DE C.V,PL/3930/EXP/ES/2015,19.41302,-98.98261,21.49,23.69,22.937577935115712,,Avenida Bordo de Xochiaca,,Chimalhuacán,Chimalhuacán,Estado de México,MX-MEX,56346
7080,GASOLINERA ROJI S.A. DE C.V.,PL/3321/EXP/ES/2015,18.84653,-97.10253,21.39,22.99,22.937577935115712,Pemex,Calle Sur 5,Centro,,Orizaba,Veracruz,MX-VER,94300
7081,SERVICIO TLAXCALA SA DE CV,PL/4121/EXP/ES/2015,31.74334,-106.464,16.79,23.37142058923129,22.937577935115712,Pemex E01189,Calle Tlaxcala,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32300
7082,COMBUSTIBLES Y SERVICIOS PERISUR SA DE CV,PL/3256/EXP/ES/2015,29.03301,-110.9443,22.99,24.89,25.69,,Periferico Sur,,Hermosillo,Hermosillo,Sonora,MX-SON,83293
7083,Fuente Las Varas,PL/4164/EXP/ES/2015,19.34619,-99.10772,22.29,24.49,22.937577935115712,Pemex,Avenida Tláhuac,,,,Ciudad de México,MX-CMX,09840
7084,"ESTACION DE SERVICIO PUEBLO NUEVO, S.A. DE C.V.",PL/3848/EXP/ES/2015,25.76031,-100.1726,23.23,25.33,23.41,PEMEX,Río Tamesí,,Apodaca,Apodaca,Nuevo León,MX-NLE,66645
7085,"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/4600/EXP/ES/2015,31.62677,-106.3969,16.89,19.19,22.937577935115712,,Calle Santa Eulalia,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32696
7086,SERVICIO D OLIVA S A DE C V,PL/4825/EXP/ES/2015,21.99415,-99.02779,22.01,23.7,23.65,Pemex,Boulevard Lázaro Cárdenas,,Ciudad Valles,Ciudad Valles,San Luis Potosí,MX-SLP,79040
7087,"SERVICIO CIMOGUA, S.A. DE C.V.",PL/4261/EXP/ES/2015,16.79773,-98.73884,23.21,23.99,23.99,,,,,San Luis Acatlán,Guerrero,MX-GRO,
7088,"ESTACIONES DE SERVICIO LA RIBERA, S.A DE C.V",PL/3886/EXP/ES/2015,23.59438,-109.5918,21.99,23.37142058923129,23.11,,Calle Juan Castro,,,Municipio de Los Cabos,Baja California Sur,MX-BCS,
7089,"COMBUSTIBLES REAL, S.A. DE C.V.",PL/3804/EXP/ES/2015,18.81609,-97.21996,21.79,23.09,23.15,Repsol,Ferrocarril Mexicano,Treinta de Mayo,,Nogales,Veracruz,MX-VER,94740
7090,PRISCILIANO FELIX VILLARREAL CANTU,PL/3367/EXP/ES/2015,25.75625,-100.2854,21.89,24.19,23.19,Pemex,Avenida Santo Domingo,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66460
7091,Super Servicio Quintana SA de CV,PL/3717/EXP/ES/2015,20.62177,-100.4257,20.46,22.96,21.97,,Boulevard Bernardo Quintana,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76114
7092,SERVICIO ECOLOGICO ACOLMAN S.A DE C.V,PL/3693/EXP/ES/2015,19.62935,-98.93222,21.69,23.79,23.19,Pemex 9707,Carretera México-Teotihuacán,,,,Estado de México,MX-MEX,55885
7093,"Dieselera de Mérida, S.A. de C.V.",PL/4029/EXP/ES/2015,21.02607,-89.56145,21.99,23.29,23.79,Estación de gasolina,Avenida Yucatán,,Mérida,Mérida,Yucatán,MX-YUC,97130
7094,ERIKA DOROTEO ORTIZ,PL/4575/EXP/ES/2015,16.79175,-96.64665,22.47,23.89,23.85,,,,,Ocotlán de Morelos,Oaxaca,MX-OAX,71506
7095,"SUPER SERVICIO MODELO, SA",PL/3679/EXP/ES/2015,31.7314,-116.5805,20.79,22.99,22.937577935115712,,Carretera Ensenada-Santa Rosalia,,Rodolfo Sánchez Taboada ( Maneadero ),Municipio de Ensenada,Baja California,MX-BCN,22790
7096,HECTOR DIONICIO LARA RODRIGUEZ,PL/4011/EXP/ES/2015,25.44102,-102.1731,22.3,24.3,23.8,,Calle Ignacio Allende,,,Parras,Coahuila,MX-COA,
7097,Promo Gas SA de CV,PL/4826/EXP/ES/2015,19.38473,-99.18551,21.29,22.99,22.39,Pemex,Calle Giorgione,,,,Ciudad de México,MX-CMX,03700
7098,"SERVICIOS TURISTICOS DE CARRETERA, S.A.",PL/3575/EXP/ES/2015,18.34147,-99.53078,23.79,24.49,22.937577935115712,Alma Negra,Calle Juan Aldama,,Iguala,Iguala de la Independencia,Guerrero,MX-GRO,40080
7099,SERVICIO FAMILIA MARQUEZ SA DE CV,PL/4626/EXP/ES/2015,21.80555,-103.5528,21.44,23.17,22.91,,,San Pedro Canjilón (El Canjilón),,Totatiche,Jalisco,MX-JAL,
7100,"SERVICIO CIMOGUA, S.A. DE C.V.",PL/4313/EXP/ES/2015,16.34925,-98.0621,22.29,23.53,23.83,,MEX 200,Fraccionamiento San Isidro,,Santiago Pinotepa Nacional,Oaxaca,MX-OAX,
7101,ADOLFO YAIR MIJANGOS GOMEZ,PL/4648/EXP/ES/2015,16.31588,-92.56712,21.97,23.32,22.97,,Carretera Chiapa de Corzo-Amatenango del Valle,,,Venustiano Carranza,Chiapas,MX-CHP,30200
7102,ERNESTO ALONSO MARTINEZ PINEDA,PL/3502/EXP/ES/2015,15.4491,-92.8896,22.01,23.31,23.45,,Avenida Francisco Sarabia Norte,,,Mapastepec,Chiapas,MX-CHP,30560
7103,GASOLINERA VICTOR R. OLIVERA S.A. DE C.V.,PL/3823/EXP/ES/2015,16.9182,-96.39869,22.09,23.79,23.69,PEMEX,Libramiento de Mitla,,,San Pablo Villa de Mitla,Oaxaca,MX-OAX,70430
7104,EMMA ARMIDA FELIX LOUSTAUNAU,PL/4488/EXP/ES/2015,30.47897,-111.0951,22.99,24.99,23.99,Pemex,Carretera Hermosillo-Nogales,,,Santa Ana,Sonora,MX-SON,
7105,"SERVICIO TRECE Y CARRERA, S.A. DE C.V. ",PL/4358/EXP/ES/2015,23.73759,-99.14825,20.39,23.37142058923129,22.937577935115712,,Gaspar de la Garza (Calle 13),,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87020
7106,GASOLINERA CERRITOS S.A DE C.V.,PL/3327/EXP/ES/2015,18.86224,-97.11031,21.39,22.99,22.79,Pemex,Avenida Cri-Crí,Salvador Gonzalo García,Orizaba,Orizaba,Veracruz,MX-VER,94334
7107,AUTO SERVICIO COAHUILA S.A. DE C.V.,PL/4509/EXP/ES/2015,26.89514,-101.4251,22.89,24.28,22.937577935115712,,Boulevard Harold R. Pape,,Monclova,Monclova,Coahuila,MX-COA,25700
7108,DELFINA MORALES RODRIGUEZ,PL/4533/EXP/ES/2015,16.27006,-93.27416,21.08,22.58,22.58,Maya 2000,CHIS 230,Zaragoza,,Villaflores,Chiapas,MX-CHP,
7109,"GASBO, S.A. DE C.V.",PL/4058/EXP/ES/2015,27.46487,-109.967,21.92,23.45,23.18,,Calle Jacinto López,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
7110,RIGOBERTO FRANCISCO JAVIER AVILA SOSA Y SILVA,PL/3590/EXP/ES/2015,32.55155,-115.1532,20.99,23.37142058923129,21.99,Pemex,Camino Ejido San Luis Potosi,,,,Baja California,MX-BCN,21911
7111,"ESTACION PIRU, S.A. DE C.V.",PL/3970/EXP/ES/2015,32.48694,-117.0595,20.93,23.29,22.937577935115712,Rendichicas,Boulevard Flores Magón,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22604
7112,GASOLINERAS DEL CENTRO S.A. DE C.V.,PL/4151/EXP/ES/2015,20.9322,-100.753,21.97,23.86,22.98,,Libramiento José Manuel Zavala,,San Miguel de Allende,San Miguel de Allende,Guanajuato,MX-GUA,37738
7113,MULTISERVICIOS HERNANDEZ S.A. DE C.V.,PL/4208/EXP/ES/2015,18.40961,-100.4917,22.99,24.7,24.3,,Avenida Revolución,,,Tlalchapa,Guerrero,MX-GRO,
7114,Grupo Inovasión S.A. de C.V. ,PL/4915/EXP/ES/2015,19.06757,-98.06561,21.3,23.43,23.3,Gasolinera,Autopista Puebla - Xalapa,,,Amozoc,Puebla,MX-PUE,72980
7115,SERVICIO AVILA DEL FUERTE SINALOA S.A. DE C.V.,PL/4075/EXP/ES/2015,26.41225,-108.6165,22.5,23.9,24.45,,Independencia,,,El Fuerte,Sinaloa,MX-SIN,
7116,ROMATAM SA DE CV,PL/4775/EXP/ES/2015,21.25958,-98.78872,22.25,23.99,23.75,Pemex,Carretera Federal México-Laredo,Colonia Nezahualcoyotl,,Tamazunchale,San Luis Potosí,MX-SLP,
7117,"SERVICIO JUGGAS, S.A. DE C.V.",PL/3568/EXP/ES/2015,26.41943,-99.14997,17.98,19.99,23.29,Pemex,Calle Cuauhtémoc,,,Municipio de Mier,Tamaulipas,MX-TAM,
7118,GASISLO 2000 SA DE CV,PL/4742/EXP/ES/2015,22.75012,-102.4912,21.79,23.19,20.85,Pemex,Boulevard López Portillo,,Guadalupe,Guadalupe,Zacatecas,MX-ZAC,98615
7119,SUPER SERVICIO HUEYAPAN S.A. DE C.V.,PL/3572/EXP/ES/2015,18.15347,-95.18191,20.7,22.9,22.9,,Carretera Costera del Golfo,,,Hueyapan de Ocampo,Veracruz,MX-VER,
7120,RUBEN HERRERO ROMERO,PL/3580/EXP/ES/2015,20.54848,-100.4806,21.39,23.49,22.95,Pemex,Libramiento Surponiente de Querétaro,,,Corregidora,Querétaro,MX-QUE,76920
7121,"MULTISERVICIOS MURILLO, S.A. DE C.V.",PL/4793/EXP/ES/2015,23.57936,-103.2729,22.43,24.1,23.44,,Carretera Sain Alto-Sombrerete,,,Sain Alto,Zacatecas,MX-ZAC,
7122,GAS VAGA S.A. de C.V.,PL/4298/EXP/ES/2015,20.41668,-103.3895,19.39,21.65,19.59,,Iturbide,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45660
7123,"GASO SIETE, S.A. DE C.V.",PL/3386/EXP/ES/2015,20.60345,-100.4065,19.99,21.99,22.937577935115712,Farmacias Guadalajara,Calle Ejido,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76157
7124,QRO STAR S.A. DE C.V.,PL/3706/EXP/ES/2015,20.64446,-100.4163,20.19,22.39,21.79,,Calle Cerro del Sombrerete,,,Municipio de Querétaro,Querétaro,MX-QUE,76125
7125,"PETROMAX, S.A. DE C.V.",PL/4530/EXP/ES/2015,25.6599,-100.3562,23.29,25.39,22.937577935115712,,Calle Río San Lorenzo,,,,Nuevo León,MX-NLE,66220
7126,ESTACION DE SERVICIO TULA S.A. DE C.V.,PL/3494/EXP/ES/2015,20.03761,-99.3457,20.39,22.59,21.92,,Carretera Tula-Tepeji,,,Tula de Allende,Hidalgo,MX-HID,42831
7127,"GS GAS PUEBLO NUEVO, S.A. DE C.V.",PL/3844/EXP/ES/2015,25.75385,-100.1693,23.23,25.33,22.937577935115712,Gasolinera Petrum,Carretera A Apodaca,,Apodaca,Apodaca,Nuevo León,MX-NLE,66645
7128,"ABASTECEDORA SUZUKA, S.A. DE C.V.",PL/4385/EXP/ES/2015,19.26319,-98.86741,21.0,22.95,22.38,,Carretera Chalco - Cuautzingo - San Mateo Tezoquiapan - Miraflores,,Chalco de Díaz Covarrubias,Chalco,Estado de México,MX-MEX,56625
7129,"COMERCIALIZADORA NLIBJA, SA DE CV  E09020",PL/3791/EXP/ES/2015,25.82699,-97.5245,18.0,20.0,22.49,,Calle Mauricio Rabel,,Matamoros,Municipio de Matamoros,Tamaulipas,MX-TAM,87347
7130,NOVOGAS GOMEZ FARIAS SA DE CV,PL/3426/EXP/ES/2015,21.0039,-100.3813,20.69,22.59,22.59,,Calle Gómez Farías,,,San José Iturbide,Guanajuato,MX-GUA,37983
7131,"SERVICIO LA CUCHILLA, S. A. DE C. V.",PL/4858/EXP/ES/2015,25.75564,-100.2455,21.99,24.59,22.937577935115712,Pemex,Avenida Diego Díaz de Berlanga,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66636
7132,MULTISERVICIOS AUTOMOTRICES ARZA S.A. DE C.V.,PL/4710/EXP/ES/2015,23.20639,-106.4199,22.17,23.49,22.937577935115712,PEMEX,Avenida Juan Carrasco,,Mazatlán,Mazatlán,Sinaloa,MX-SIN,82000
7133,SERVICIO GUTMART S.A. DE C.V.,PL/4652/EXP/ES/2015,21.7779,-102.2801,22.45,24.85,22.99,BP,Carretera Aguascalientes-León,,,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20340
7134,"GRUPO GASOLINERO HP, S.A. DE C.V.",PL/3588/EXP/ES/2015,20.20423,-97.98914,21.99,23.37142058923129,22.98,,Calle Pino Suárez,,,Huauchinango,Puebla,MX-PUE,
7135,"GASBO, S.A. DE C.V.",PL/4061/EXP/ES/2015,27.51435,-109.9059,21.92,23.45,23.18,,Calle Rosendo Montiel,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
7136,"ENERGETICOS ZACAOLA, S.A. DE C.V. ",PL/4220/EXP/ES/2015,18.87389,-97.86071,20.99,22.99,22.55,,,,,Santo Tomás Hueyotlipan,Puebla,MX-PUE,75600
7137,"ESTACION DE SERVICIO LA CAPICHOLA, SA DE CV",PL/4606/EXP/ES/2015,19.38962,-101.2962,22.2,23.99,23.55,,,,,Madero,Michoacán,MX-MIC,
7138,"COMBUSTIBLES DE ACUÑA, S.A. DE C.V.",PL/3723/EXP/ES/2015,29.31524,-100.9511,19.05,21.3,23.0,Pemex,Calle Castaños,,Ciudad Acuña,Municipio de Acuña,Coahuila,MX-COA,26230
7139,EMMA ARMIDA FELIX LOUSTAUNAU,PL/4254/EXP/ES/2015,30.54874,-111.1177,22.69,25.15,23.69,Pemex,Calle General Pedro María de Anaya,,,Santa Ana,Sonora,MX-SON,84600
7140,GRUPO SOL DEL GOLFO S.A. DE C.V.,PL/4193/EXP/ES/2015,32.61467,-115.4451,23.37,23.97,22.937577935115712,76,Calzada Castellón,,Mexicali,,Baja California,MX-BCN,21000
7141,GASOLINERA TOPOLOBAMPO SA DE CV,PL/4414/EXP/ES/2015,25.59682,-109.0584,22.88,23.37142058923129,25.32,,Calle Eje 4,,,Ahome,Sinaloa,MX-SIN,81336
7142,AMALIA SERRANO MARTINEZ,PL/4611/EXP/ES/2015,18.34124,-99.53213,23.64,24.34,22.937577935115712,Pemex,Calle Juan Aldama,,Iguala,Iguala de la Independencia,Guerrero,MX-GRO,40080
7143,COMBUSTIBLES Y LUBRICANTES CHICHI SUAREZ SA DE CV,PL/3458/EXP/ES/2015,20.98169,-89.55274,21.98,23.28,22.937577935115712,,Calle 35,,Kanasín,Kanasín,Yucatán,MX-YUC,97306
7144,"ESTACION DE SERVICIO SAN ANTONIO, S.A. DE C.V.",PL/4577/EXP/ES/2015,16.7528,-99.23502,22.53,23.59,23.59,,Carretera Federal Acapulco-Pinotepa,,,San Marcos,Guerrero,MX-GRO,
7145,"PETRO LONSA, S.A. DE C.V.",PL/4478/EXP/ES/2015,26.2144,-98.59,17.98,23.37142058923129,21.98,,,,,Municipio de Gustavo Díaz Ordaz,Tamaulipas,MX-TAM,
7146,"SOLUCIONES P&L, S.A.P.I. DE C.V.",PL/4664/EXP/ES/2015,19.35144,-98.85688,22.15,24.69,23.25,,Avenida Morelos,,Ixtapaluca,,Estado de México,MX-MEX,56530
7147,"DISTRIBUIDORA Y COMERCIALIZADORA MERCANTIL DEL OCCIDENTE, S.A. DE C.V.",PL/4336/EXP/ES/2015,20.63469,-105.2249,22.29,23.99,23.69,Tortas Ahogadas La Güera,Francisco Villa,,Puerto Vallarta,Puerto Vallarta,Jalisco,MX-JAL,48300
7148,"COMBUSTIBLES DE YUCATAN, S.A. DE C.V.",PL/4024/EXP/ES/2015,20.89512,-89.66796,21.99,23.29,23.79,Gulf,Anillo Periférico Licenciado Manuel Berzunza,San Pedro Palomeque,Mérida,Mérida,Yucatán,MX-YUC,97297
7149,"GASOLINERA SERVICIO GARCIA, S.A. DE C.V.",PL/3396/EXP/ES/2015,25.68298,-100.3067,21.98,25.09,22.937577935115712,Pemex,Calle Doctor José María Cos,,Monterrey,Monterrey,Nuevo León,MX-NLE,66250
7150,"Corporativo Gasolinero del Caribe, S.A. de C.V.",PL/4144/EXP/ES/2015,21.05783,-89.64254,21.99,23.29,23.79,La Gas,Calle 69,,Mérida,Mérida,Yucatán,MX-YUC,97110
7151,"COMERCIALIZADORA DE INSUMOS, PRODUCTOS Y SERVICIOS AGROPECUARIOS, S.A. DE C.V.",PL/3832/EXP/ES/2015,25.51485,-97.73248,19.5,17.62,21.59,Pemex,Carretera Matamoros-Ciudad Victoria,,,Municipio de Matamoros,Tamaulipas,MX-TAM,
7152,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/3521/EXP/ES/2015,25.41624,-100.9759,22.39,24.39,23.29,,,,Saltillo,Saltillo,Coahuila,MX-COA,25020
7153,ENERGETICOS SOLE SA DE CV,PL/3461/EXP/ES/2015,19.04258,-98.171,20.99,22.99,22.937577935115712,,Avenida 12 Oriente,,Municipio de Puebla,,Puebla,MX-PUE,72373
7154,"IMPULSORA PETROLERA DEL CENTRO, S.A. DE C.V.",PL/4535/EXP/ES/2015,19.27567,-99.60131,20.99,22.99,22.69,Impulsora Petrolera del Centro,Avenida de las Torres,,,Metepec,Estado de México,MX-MEX,50245
7155,"PRONTOGAS, S.A. DE C.V.",PL/4639/EXP/ES/2015,28.18494,-105.4739,21.67,23.69,22.937577935115712,Pemex E01372,Avenida 8 Sur,,Delicias,Delicias,Chihuahua,MX-CHH,33080
7156,UNION CASMO S DE RL DE CV,PL/4561/EXP/ES/2015,19.96963,-104.2612,21.96,23.35,22.97,,Carr. Federal MEX-80,,,Unión de Tula,Jalisco,MX-JAL,48000
7157,"SERVICIO ZACATECAS DE CONC. DEL ORO, S.A. DE C.V. ",PL/3948/EXP/ES/2015,24.62216,-101.3916,20.84,23.37142058923129,23.49,,MEX 54,,,Concepción del Oro,Zacatecas,MX-ZAC,
7158,MA EUGENIA ZERMEÑO GONZALEZ,PL/3968/EXP/ES/2015,22.55347,-99.07803,21.59,23.28,22.98,Pemex,Carretera El Huizache-Ciudad del Maíz,,,Antiguo Morelos,Tamaulipas,MX-TAM,
7159,"INN NUEVA YORK, S.A. DE C.V.",PL/3856/EXP/ES/2015,19.30274,-99.20673,22.33,24.93,22.937577935115712,Pemex,Boulevard Picacho Ajusco,,,,Ciudad de México,MX-CMX,14210
7160,SERVICIOS EL NITH SA DE CV,PL/3795/EXP/ES/2015,20.4893,-99.198,20.85,22.99,22.49,,,,,Ixmiquilpan,Hidalgo,MX-HID,42325
7161,"Servicio Maff, S.A. de C.V.",PL/4954/EXP/ES/2015,19.78355,-98.57858,20.79,22.44,22.25,,Calle Vicente Guerrero,,,Tepeapulco,Hidalgo,MX-HID,43990
7162,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/4536/EXP/ES/2015,25.77868,-100.1217,23.29,25.39,22.74,Oxxo Gas,Boulevard Aeropuerto,,Apodaca,Apodaca,Nuevo León,MX-NLE,66620
7163,SERVICIO VALLE NACIONAL SA DE CV,PL/3451/EXP/ES/2015,17.77594,-96.30056,21.64,23.74,23.64,,,,,San Juan Bautista Valle Nacional,Oaxaca,MX-OAX,
7164,Servicio La Parada SA de CV,PL/4843/EXP/ES/2015,19.35635,-97.99264,20.78,23.18,22.98,,Avenida Lázaro Cárdenas,,,Huamantla,Tlaxcala,MX-TLA,
7165,Servicio La Parada SA de CV,PL/4839/EXP/ES/2015,19.38949,-98.05087,20.83,22.96,22.95,Pemex,Calle de los Pinos,,,Xaloztoc,Tlaxcala,MX-TLA,90460
7166,SERVIARAGON S.A DE C.V,PL/4695/EXP/ES/2015,18.3153,-98.61885,20.89,23.08,22.55,,Carr Puebla 23,El Capire,,Chiautla,Puebla,MX-PUE,
7167,Operadora de Gasolineras A.P. S.A. de C.V.,PL/4911/EXP/ES/2015,19.28886,-99.69855,20.99,23.99,22.99,Pemex,Boulevard Adolfo López Mateos,,,Zinacantepec,Estado de México,MX-MEX,1525
7168,GASOLINERA CRISTOBAL COLON DE JUCHITAN S.A. DE C.V,PL/3531/EXP/ES/2015,16.44553,-95.02547,20.94,22.94,23.24,Gasolinera,MEX 185,,Juchitán,Heroica Ciudad de Juchitán de Zaragoza,Oaxaca,MX-OAX,70000
7169,"CARBURANTES, S.A. DE C.V. ",PL/4838/EXP/ES/2015,27.47712,-99.51218,16.5,19.29,22.937577935115712,,Calle Álvaro Obregón,,Nuevo Laredo,Municipio de Nuevo Laredo,Tamaulipas,MX-TAM,88209
7170,"ESTACION DE SERVICIO JESUS MARIA, S.A. DE C.V.",PL/4228/EXP/ES/2015,20.63454,-100.26,20.81,22.81,22.35,G500,QRO 210,,,El Marqués,Querétaro,MX-QUE,76249
7171,"ESTACION DE SERVICIO LOS ASTROS, S.A. DE C.V.",PL/4573/EXP/ES/2015,25.76947,-100.4034,23.29,25.39,22.937577935115712,Petro 7,Avenida De Los Astros,,Monterrey,Monterrey,Nuevo León,MX-NLE,64100
7172,SUPER COMERCIAL AZTECA S. DE R.L. DE C.V.,PL/4818/EXP/ES/2015,25.45946,-100.9838,22.25,24.85,24.95,Pemex,Calle Canadá,,Saltillo,Saltillo,Coahuila,MX-COA,25230
7173,INMOBILIARIA KILIKIS S.A. DE C.V.,PL/4479/EXP/ES/2015,32.51559,-117.0126,21.49,24.49,22.937577935115712,Arco,Boulevard Agua Caliente,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22150
7174,JOSE ELIAS CANCHOLA SOTO,PL/4655/EXP/ES/2015,32.65839,-115.4394,20.09,21.64,22.937577935115712,,Callejón Cuauhtémoc,,Mexicali,,Baja California,MX-BCN,21000
7175,"Estación de Servicios Las Palmas, S.A. de C.V.",PL/4462/EXP/ES/2015,21.16647,-88.15447,22.39,24.19,24.09,Pemex,MEX 295,,Tizimin,Tizimín,Yucatán,MX-YUC,97775
