place_id,amenity,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode
9866,,,Eloxochitlán,,Eloxochitlán,Hidalgo,MX-HID,
9867,Pemex,Álvaro Obregón,,,Coetzala,Veracruz,MX-VER,94940
9868,,José Agustín Ramirez,,,Ometepec,Guerrero,MX-GRO,GUERRERO
9869,Pemex,Autopista Córdoba - Veracruz,,Veracruz,Municipio de Veracruz,Veracruz,MX-VER,94296
9870,Instituto Tecnologico de Campeche,Avenida Paseo del Mar,,,Municipio de Campeche,Campeche,MX-CAM,24500
9871,,,,,La Manzanilla de la Paz,Jalisco,MX-JAL,49460
9872,,MEX 187,,,Huimanguillo,Tabasco,MX-TAB,86500
9873,,Salto del Agua,,,Ramos Arizpe,Coahuila,MX-COA,25900
9874,Pemex,Anillo Periférico Manuel Gómez Morín,,Guadalajara,,Jalisco,MX-JAL,44720
9875,,VER 75,,,Poza Rica de Hidalgo,Veracruz,MX-VER,93306
9876,,Carretera San Luis Potosí-Ciudad Valles,,,Municipio de San Luis Potosí,San Luis Potosí,MX-SLP,78000
9877,,Boulevard Revolución,,Torreón,Torreón,Coahuila,MX-COA,27289
9878,Pemex,Entronque Uruapan - Lázaro Cárdenas,,,Nuevo Urecho,Michoacán,MX-MIC,
9879,,Carretera Luis Moya-Pabellón de Arteaga,Colonia Gámez Orozco,,Pabellón de Arteaga,Aguascalientes,MX-AGU,20645
9880,Gasolinera,"Av, Patria",,Culiacán,Culiacán,Sinaloa,MX-SIN,80260
9881,,Calle de las Misiones,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
9882,Pemex,Calzada De Las Américas,,Mexicali,,Baja California,MX-BCN,21000
9883,Estacion de Servicio E11033,El Fuerte-F.F.C.C.,,,El Fuerte,Sinaloa,MX-SIN,
9884,,Carretera Atenango del Río,,,Huitzuco de los Figueroa,Guerrero,MX-GRO,
9885,,,,,Chapala,Jalisco,MX-JAL,
9886,Pemex,Avenida Álvaro Obregón,,Chetumal,Othón P. Blanco,Quintana Roo,MX-ROO,77000
9887,,Calle Hidalgo Sur,,,Joquicingo,Estado de México,MX-MEX,52370
9888,Oxxo Gas,Carretera a Garcia,,,García,Nuevo León,MX-NLE,66003
9889,PEMEX,Boulevard Rosendo G. Castro,,Los Mochis,Ahome,Sinaloa,MX-SIN,81216
9890,,Avenida Adolfo López Mateos - Libramiento de Túxpam,,Túxpam,Tuxpan,Veracruz,MX-VER,92800
9891,,,,,Chignahuapan,Puebla,MX-PUE,
9892,,Miguel Hidalgo,,,Santiago Ixcuintla,Nayarit,MX-NAY,63550
9893,Pemex,Avenida Ingeniero Luis Alcerrega,,Mexicali,,Baja California,MX-BCN,21000
9894,,Boulevard Lázaro Cárdenas,,,,Baja California,MX-BCN,21190
9895,Gulf,Avenida Abraham Lincoln,,Monterrey,Monterrey,Nuevo León,MX-NLE,64100
9896,OXXO Gas,Calle Gamma,,León,León,Guanajuato,MX-GUA,37545
9897,,Avenida Rodolfo Félix Valdéz,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
9898,,Avenida Badén Powel,,Naucalpan,Naucalpan de Juárez,Estado de México,MX-MEX,53150
9899,,Carretera Cuencamé-Gómez Palacio,,,Lerdo,Durango,MX-DUR,35157
9900,,Carretera Ciudad Río Bravo-Reynosa,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
9901,Nitrogas,Calle 7 Oriente,,,Tepeaca,Puebla,MX-PUE,75200
9902,,Avenida 5 de Mayo,,,Frontera,Coahuila,MX-COA,25730
9903,,Boulevard Tula,,,Tula de Allende,Hidalgo,MX-HID,42800
9904,Oxxo,Avenida José Vasconcelos,,,,Nuevo León,MX-NLE,66230
9905,Pemex,Vicente Guerrero,San José Ejido (San José),,Ometepec,Guerrero,MX-GRO,GUERRERO
9906,,Calle Aconcagua,,Saltillo,Saltillo,Coahuila,MX-COA,25206
9907,,Carretera Los Mochis - Navojoa,,Los Mochis,Ahome,Sinaloa,MX-SIN,81255
9908,Oxxo,Boulevard Juan José Torres Landa,,León,León,Guanajuato,MX-GUA,37460
9909,,Carretera San Bernardino - Tepexpan,,,,Estado de México,MX-MEX,55885
9910,,Avenida La Huerta,,Morelia,Morelia,Michoacán,MX-MIC,58030
9911,Shell,Boulevard Periférico Ecológico,,,San Andrés Cholula,Puebla,MX-PUE,72820
9912,,Libramiento Poniente Estardo Guajardo,,Apodaca,Apodaca,Nuevo León,MX-NLE,66600
9913,,Boulevard Carlos Morales del Bosque,,,Ramos Arizpe,Coahuila,MX-COA,25900
9914,,,Cruz Tetela,,Omealca,Veracruz,MX-VER,
9915,Pemex,Boulevard Bartolomé Delgado de León,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
9916,,MEX 54,,,Apozol,Zacatecas,MX-ZAC,
9917,,Libramiento Noroeste de Monterrey,,,Santa Catarina,Nuevo León,MX-NLE,
9918,,Calle Jardines De La Silla,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67198
9919,,Libramiento de Huamantla,,,Huamantla,Tlaxcala,MX-TLA,90500
9920,Pemex,Avenida Primero de Mayo,,Naucalpan,Naucalpan de Juárez,Estado de México,MX-MEX,53500
9921,,Avenida Lázaro Cárdenas,,,Zinapécuaro,Michoacán,MX-MIC,
9922,,,Dos Caminos,,Omealca,Veracruz,MX-VER,
9923,,Calle Aquiles Serdán,Buenavista,,Xicotepec,Puebla,MX-PUE,
9924,,El Pueblito- Coroneo,,,Coroneo,Guanajuato,MX-GUA,38590
9925,PEMEX,Chamapa - La Venta,,,Huixquilucan,Estado de México,MX-MEX,52774
9926,,,,,Arandas,Jalisco,MX-JAL,47184
9927,PEMEX,Carretera Federal Zacatepec-Zapata,,,Emiliano Zapata,Morelos,MX-MOR,62790
9928,,,,Silao,Silao de la Victoria,Guanajuato,MX-GUA,36294
9929,,San Juan del Río - Xilitla,,San Juan del Río,San Juan del Río,Querétaro,MX-QUE,76804
9930,,Libramiento,,,Axochiapan,Morelos,MX-MOR,
9931,,,,,Zinapécuaro,Michoacán,MX-MIC,
9932,Pemex,Avenida Adolfo López Mateos,,Ensenada,Municipio de Ensenada,Baja California,MX-BCN,22800
9933,,Calzada de Guadalupe,,Cuautitlán Izcalli,Cuautitlán Izcalli,Estado de México,MX-MEX,54730
9934,,,Nicanor Espejo,,Coscomatepec,Veracruz,MX-VER,
9935,,Calle Cuauhtémoc,,,Cuyoaco,Puebla,MX-PUE,
9936,,Calle Jacaranda,,,Acapulco de Juárez,Guerrero,MX-GRO,39880
9937,FullGas,Avenida Tulúm,,,,Quintana Roo,MX-ROO,77764
9938,Pemex,Angel Garcia Aburto,,Hermosillo,Hermosillo,Sonora,MX-SON,83178
9939,,Carretera San Marcos-Aguascalietes,,,Asientos,Aguascalientes,MX-AGU,20750
9940,Oxxo Gas,12,,Monterrey,Monterrey,Nuevo León,MX-NLE,64820
9941,,,Pixtiopan,,Ixcaquixtla,Puebla,MX-PUE,74900
9942,Pemex,Calle Acacias,,,Municipio de Veracruz,Veracruz,MX-VER,91726
9943,Oxxo,Avenida Benito Juárez,,General Escobedo,General Escobedo,Nuevo León,MX-NLE,66059
9944,,Calle Nuevo León,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
9945,,Boulevard Licenciado Ramón Martín Huerta,,,San Juan de los Lagos,Jalisco,MX-JAL,47040
9946,,Avenida Michoacán,,Mexicali,,Baja California,MX-BCN,21000
9947,Central de Autobuses de Tabasco,Boulevard Adolfo Ruiz Cortines,,Villahermosa,Centro,Tabasco,MX-TAB,86040
9948,Pemex,Calzada Lázaro Cárdenas,,Zapopan,Zapopan,Jalisco,MX-JAL,45040
9949,,Calle 69,,Mérida,Mérida,Yucatán,MX-YUC,97302
9950,Pemex,Boulevard Héroes del 5 de Mayo,,Municipio de Puebla,,Puebla,MX-PUE,72425
9951,Gasolinera,Gutiérrez Zamora - Tecolutla,,,Tecolutla,Veracruz,MX-VER,93556
9952,Oxxo,Boulevard Aeropuerto,,León,León,Guanajuato,MX-GUA,37545
9953,Pemex,Calle Licenciado Melquíades Morales Flores,Xalehuala,,Zaragoza,Puebla,MX-PUE,73700
9954,Pemex,Calle 14 Sur,,Municipio de Puebla,,Puebla,MX-PUE,72580
9955,Pemex,MEX 200,,,Acapetahua,Chiapas,MX-CHP,
9956,,Calle Venustiano Carranza,,Nicolás Romero,Nicolás Romero,Estado de México,MX-MEX,54457
9957,BP,Avenida Siglo XXI,,Aguascalientes,Municipio de Aguascalientes,Aguascalientes,MX-AGU,20299
9958,,Boulevard Atlixco,,,San Andrés Cholula,Puebla,MX-PUE,72176
9959,,Pachuca - Túxpam,,,Mineral de la Reforma,Hidalgo,MX-HID,42186
9960,,Cerrada Primera Ciprés Europeo,,Santiago de Querétaro,Municipio de Querétaro,Querétaro,MX-QUE,76125
9961,,Carretera Federal Tuxtepec - Palomares,General Lázaro Cárdenas,,Santiago Sochiapan,Veracruz,MX-VER,
9962,,,,,San Luis del Cordero,Durango,MX-DUR,
9963,Gasolinera,Carretera Amayuca-Jonacatepec,Nuevo Xochimilco,,Jantetelco,Morelos,MX-MOR,
9964,,,El Progreso,,Tierra Blanca,Veracruz,MX-VER,
9965,,Calzada Zaragoza,,,Cuyoaco,Puebla,MX-PUE,
9966,Pemex,20 de Noviembre,,,Poncitlán,Jalisco,MX-JAL,45965
9967,,,,,Pueblo Nuevo,Durango,MX-DUR,
9968,,Calle Emiliano Zapata,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
9969,Pemex E09228,Carretera Ascensión-Ciudad Juárez,,,Ascensión,Chihuahua,MX-CHH,
9970,,Calle 22,,,Telchac Pueblo,Yucatán,MX-YUC,
9971,,Calle Belisario Domínguez,,,San Felipe,Guanajuato,MX-GUA,37600
9972,Pemex,Boulevard Paseo Cuauhnáhuac,,,Jiutepec,Morelos,MX-MOR,62570
9973,Su Gaso,Avenida Patria Sur,,Zapopan,Zapopan,Jalisco,MX-JAL,45070
9974,,América Unida,,,Juárez,Nuevo León,MX-NLE,67255
9975,,Calzada Rodolfo Sánchez Taboada,,,,Baja California,MX-BCN,21620
9976,,Avenida Durango,,,,Baja California,MX-BCN,83500
9977,Oxxo Gas,Via Rapida a Monterrey,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,66647
9978,,Avenida Mecánicos,,Mexicali,,Baja California,MX-BCN,21000
9979,,Boulevard Agustín García López,,Guaymas,Guaymas,Sonora,MX-SON,85400
9980,Pemex,Calzada de las Armas,,Tlalnepantla,Tlalnepantla de Baz,Estado de México,MX-MEX,02718
9981,Exxo,Calle José María Arteaga,,Monterrey,Monterrey,Nuevo León,MX-NLE,64570
9982,Pemex,Calzada Legaría,,,,Ciudad de México,MX-CMX,
9983,,,,,Loma Bonita,Oaxaca,MX-OAX,68400
9984,Pemex E01158,Avenida Tecnológico,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32662
9985,Pemex,Avenida Del Trabajo,,,,Ciudad de México,MX-CMX,15270
9986,,Boulevard Felipe Ángeles,,Pachuca,Pachuca de Soto,Hidalgo,MX-HID,42080
9987,Pemex,Avenida Adolfo López Mateos,,Campeche,Municipio de Campeche,Campeche,MX-CAM,24040
9988,,Boulevard San Roque,,Irapuato,Irapuato,Guanajuato,MX-GUA,36583
9989,,Calle Norte 6,,Valle de Chalco Solidaridad,,Estado de México,MX-MEX,56617
9990,Pemex,Avenida Venustiano Carranza,,Monterrey,Monterrey,Nuevo León,MX-NLE,64000
9991,,Privada Luz María,,Acapulco,Acapulco de Juárez,Guerrero,MX-GRO,39300
9992,,Carretera Pátzcuaro-Uruapan,,,Uruapan,Michoacán,MX-MIC,60120
9993,,Circuito Real,Colonia Habitat,,San Andrés Tuxtla,Veracruz,MX-VER,95700
9994,,Calle Mariano Matamoros,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
9995,Oxxo Gas,Avenida Vicente Guerrero,,Monterrey,Monterrey,Nuevo León,MX-NLE,64570
9996,Oxxo Gas,Avenida Adolfo Ruíz Cortínes,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67116
9997,,Boulevard Juan Rulfo,,,Sayula,Jalisco,MX-JAL,49300
9998,Prodegas,Francisco Villa,,,Santa Catarina,Nuevo León,MX-NLE,66190
9999,,Calle 7 De Julio,,,Otumba,Estado de México,MX-MEX,
10000,,Calle San Juan,,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87049
10001,,Calle 300,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
10002,,Carretera Federal Puebla - Xalapa,,,San Salvador el Seco,Puebla,MX-PUE,
10003,,Calle Olmecas,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32290
10004,,Calle Gabriel Cervera,,Uruapan,Uruapan,Michoacán,MX-MIC,60157
10005,,Pachuca - Túxpam,Venta Chica,,Huauchinango,Puebla,MX-PUE,
10006,Pemex,Calle China,,,,Ciudad de México,MX-CMX,15510
10007,Oxxo,Avenida Licenciado Arturo B. De la Garza,,,Juárez,Nuevo León,MX-NLE,67250
10008,La Gas,Avenida Universidad,,Villahermosa,Centro,Tabasco,MX-TAB,86040
10009,,,,San Juan del Río,San Juan del Río,Querétaro,MX-QUE,
10010,Burger King,Avenida Solidaridad,,,Escárcega,Campeche,MX-CAM,24350
10011,Pemex,Carretera Federal Puebla-Tlaxcala,,,Xicohtzinco,Tlaxcala,MX-TLA,90796
10012,,,,,Municipio de Gustavo Díaz Ordaz,Tamaulipas,MX-TAM,
10013,Pemex,MEX 200,,,Arriaga,Chiapas,MX-CHP,
10014,,MEX 115,,,Tlalmanalco,Estado de México,MX-MEX,56900
10015,,Licenciado José Vasconcelos,,Culiacán,Culiacán,Sinaloa,MX-SIN,80249
10016,Pemex 7941,Enrique Dunant,,Guamúchil,Salvador Alvarado,Sinaloa,MX-SIN,81460
10017,,MEX 130,,,Tihuatlán,Veracruz,MX-VER,
10018,Crupo Delfines,Avenida República,,Guadalajara,,Jalisco,MX-JAL,44380
10019,,Carretera San Marcos-Aguascalietes,,,Asientos,Aguascalientes,MX-AGU,20720
10020,,Calle José María Morelos y Pavón,COL. FRANCISCO I. MADERO,Ciudad del Carmen,Carmen,Campeche,MX-CAM,24100
10021,Oxxo,Boulevard Solidaridad,,Irapuato,Irapuato,Guanajuato,MX-GUA,36545
10022,Pemex,Calle María Auxiliadora,,Veracruz,Municipio de Veracruz,Veracruz,MX-VER,91870
10023,,Carretera Huamantla-Altzayanca,,,Atltzayanca,Tlaxcala,MX-TLA,
10024,,Atlacomulco - Morelia,,,Maravatío,Michoacán,MX-MIC,
10025,,MEX 130,Kilometro Nueve (Ejido Lazaro Cardenas),,Tihuatlán,Veracruz,MX-VER,92903
10026,,,,,Pesquería,Nuevo León,MX-NLE,66683
10027,,Carretera Torreón-Saltillo,,,Viesca,Coahuila,MX-COA,
10028,9415,Anillo Periférico Licenciado Manuel Berzunza,,Kanasín,Kanasín,Yucatán,MX-YUC,97370
10029,,Calle Plumbago,,Monterrey,Monterrey,Nuevo León,MX-NLE,64100
10030,,Carretera Pachuca - Tulancingo,,,Mineral de la Reforma,Hidalgo,MX-HID,42096
10031,,San Juan del Río - Xilitla,,,Cadereyta de Montes,Querétaro,MX-QUE,
10032,,Boulevard Eulalio Gutiérrez Treviño,,Saltillo,Saltillo,Coahuila,MX-COA,25204
10033,Gasolinera Casa de Justicia,Calle 6,,Campeche,Municipio de Campeche,Campeche,MX-CAM,24090
10034,Pemex,Calle Melchor Ocampo,,Toluca,Toluca,Estado de México,MX-MEX,50080
10035,,Calle Monterrey,,Reynosa,Municipio de Reynosa,Tamaulipas,MX-TAM,88500
10036,PEMEX,Autopista La Tinaja - Acayucan,Antonio M. Quirasco,,Juan Rodríguez Clara,Veracruz,MX-VER,
10037,Pemex,Boulevard Atlixco,,Municipio de Puebla,,Puebla,MX-PUE,72180
10038,Estación de Servicio Palmilla E02177,Avenida Niños Héroes,,Hidalgo del Parral,Hidalgo del Parral,Chihuahua,MX-CHH,33826
10039,Iglesia de Dios En Cristo,Calle 1ro de Mayo,,,Álamo Temapache,Veracruz,MX-VER,92730
10040,,,,,Loreto,Zacatecas,MX-ZAC,
10041,Pemex,MEX 200,Zaachilac,,Santiago Astata,Oaxaca,MX-OAX,
10042,,,,Municipio de Puebla,,Puebla,MX-PUE,72220
10043,Grupo Delfines,Avenida del Servidor Público,,,Zapopan,Jalisco,MX-JAL,45138
10044,Pemex,Avenida Central,,,Fresnillo,Zacatecas,MX-ZAC,99189
10045,,Calle Abel López Llerenas,,Colima,Municipio de Colima,Colima,MX-COL,28000
10046,,Circuito Exterior Mexiquense Bicentenario,,,Texcoco,Estado de México,MX-MEX,56250
10047,Pemex,Calzada de la Fuente,,Uruapan,Uruapan,Michoacán,MX-MIC,60120
10048,,Quiroga - Tepalcatepec,,,Buenavista,Michoacán,MX-MIC,60500
10049,,,,,Santo Domingo Teojomulco,Oaxaca,MX-OAX,
10050,Gasolinera grupo Kairo,Avenida Las Flores,,,San Andrés Tuxtla,Veracruz,MX-VER,95700
10051,,Carretera Agua Prieta-Ascensión,,Agua Prieta,Municipio de Agua Prieta,Sonora,MX-SON,84200
10052,,Vía Morelos,,,Ecatepec de Morelos,Estado de México,MX-MEX,55547
10053,Pemex,Avenida Hidalgo,,,Tepeaca,Puebla,MX-PUE,75200
10054,,Miguel Alemán,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
10055,,Calle Leona Vicario,,,Otumba,Estado de México,MX-MEX,
10056,,,,Culiacán,Culiacán,Sinaloa,MX-SIN,80029
10057,Oxxo Gas,Avenida Abraham Lincoln,,Monterrey,Monterrey,Nuevo León,MX-NLE,64116
10058,Pemex,Poza Rica - Tampico,El Ojital,,Naranjos Amatlán,Veracruz,MX-VER,92420
10059,,Avenida Independencia,,,Nextlalpan,Estado de México,MX-MEX,55790
10060,G500,Carretera Vía José López Portillo,,,,Estado de México,MX-MEX,55717
10061,,Calle Melchor Ocampo,,,Soledad de Graciano Sánchez,San Luis Potosí,MX-SLP,78430
10062,Pemex,Calle Señor Cura Ramón López Lara,,,Zinapécuaro,Michoacán,MX-MIC,
10063,,Calle Cuauhtémoc,,,Tlajomulco de Zuñiga,Jalisco,MX-JAL,45845
10064,,2da Avenida Poniente,,,Arriaga,Chiapas,MX-CHP,30450
10065,,Calle Diagonal Insurgentes,,,Altamira,Tamaulipas,MX-TAM,89318
10066,Pemex E01357,Carretera Buenaventura-Soto Máynez-Gómez Farías,,,Namiquipa,Chihuahua,MX-CHH,
10067,,Calle Josefa Ortiz de Domínguez,,,Ixmiquilpan,Hidalgo,MX-HID,42300
10068,,Carretera Zitácuaro-Ciudad Altamirano,,,Huetamo,Michoacán,MX-MIC,
10069,Oxxo,Boulevard Juan José Alonso de Torres,,León,León,Guanajuato,MX-GUA,37238
10070,PEMEX,16 de Septiembre,,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87093
10071,Gasolineria,Calle Rafaél Nieto,Colonia Morelos (El Veinticinco),,Cerro Azul,Veracruz,MX-VER,
10072,Gaso,Avenida Cristóbal Colón,,Guadalajara,San Pedro Tlaquepaque,Jalisco,MX-JAL,45608
10073,Repsol Pantitlan,Avenida Pantitlán,,Nezahualcóyotl,Nezahualcóyotl,Estado de México,MX-MEX,57710
10074,,Calle Primera De Hombres Ilustres,,,Zumpango,Estado de México,MX-MEX,55603
10075,Grupo Delfines,Avenida Acueducto,,,Zapopan,Jalisco,MX-JAL,45139
10076,,Calle Hualquila,,,,Ciudad de México,MX-CMX,09040
10077,,,,Monterrey,Monterrey,Nuevo León,MX-NLE,64620
10078,,Privada Gardenia,,Monterrey,Monterrey,Nuevo León,MX-NLE,64510
10079,,,,,Polotitlán,Estado de México,MX-MEX,
10080,Pemex,Avenida Luis D. Colosio,COL. PUNTILLA,Ciudad del Carmen,Carmen,Campeche,MX-CAM,24100
10081,Pemex,Internacional México 15,El Alto del Coyote,Culiacán,Culiacán,Sinaloa,MX-SIN,
10082,,Calle José García Cárdenas,,Valle Hermoso,Municipio de Valle Hermoso,Tamaulipas,MX-TAM,
10083,Cochinitos,Libramiento Cuernavaca,,Cuernavaca,Cuernavaca,Morelos,MX-MOR,62370
10084,,,,,Janos,Chihuahua,MX-CHH,
10085,Oxxo,Antiguo Camino A La Villa de Santiago,,Monterrey,Monterrey,Nuevo León,MX-NLE,64988
10086,,Avenida Central,,,Venustiano Carranza,Chiapas,MX-CHP,30200
10087,Pemex 3605,Carretera Huixquilucan - Naucalpan de Juarez,,,Huixquilucan,Estado de México,MX-MEX,52774
10088,,Huehuetoca – Teoloyucan,,,Teoloyucan,Estado de México,MX-MEX,54783
10089,Shell,Calle Libramiento Club Rotario Tizayuca,,,Tizayuca,Hidalgo,MX-HID,43800
10090,,Avenida Vía Rápida Poniente,Misiones de Pedregal Fraccionamiento,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22465
10091,,,,,Comalcalco,Tabasco,MX-TAB,
10092,OXXO Gas,Avenida Miguel Alemán,,Guadalupe,Guadalupe,Nuevo León,MX-NLE,67129
10093,Pemex,Calzada Alfredo Toxqui,,Municipio de Puebla,,Puebla,MX-PUE,72228
10094,Pemex E09257,Supercarretera Chihuahua-Delicias,,,Municipio de Chihuahua,Chihuahua,MX-CHH,
10095,,Carretera Libramiento Oriente,Los Manzanos,,Zacapoaxtla,Puebla,MX-PUE,73680
10096,Pemex,Calle Agustín Yáñez,,Veracruz,Municipio de Veracruz,Veracruz,MX-VER,91850
10097,,Calle Número 1,,,Municipio de Valle Hermoso,Tamaulipas,MX-TAM,
10098,,MEX 180,,,Centro,Tabasco,MX-TAB,86270
10099,Pemex,Calle Colectivo,,,Santa Cruz Tlaxcala,Tlaxcala,MX-TLA,90556
10100,,Avenida Doctor Vicente Lombardo Toledano,,,Ecatepec de Morelos,Estado de México,MX-MEX,55320
10101,,Maravillas,,,Santa Catarina,Nuevo León,MX-NLE,66357
10102,,Avenida Arnulfo S. Garza,,Monterrey,Monterrey,Nuevo León,MX-NLE,64650
10103,,Marteña,,,Villa de Álvarez,Colima,MX-COL,28983
10104,gasolineria santa catarina.,Carretera Amayuca - Tlacotepec,,,Temoac,Morelos,MX-MOR,
10105,PEMEX,Avenida Alfredo del Mazo,,,Toluca,Estado de México,MX-MEX,50075
10106,,José María Morelos,,,Cadereyta de Montes,Querétaro,MX-QUE,76506
10107,,Carretera Acatitlan - Zacazonapan,Alcantarilla,,Zacazonapan,Estado de México,MX-MEX,
10108,Petro fe Servicio Gasa SA de CV,Avenida Central,,San Nicolás de los Garza,San Nicolás de los Garza,Nuevo León,MX-NLE,66450
10109,,Avenida Independencia,,,Jilotepec,Estado de México,MX-MEX,54270
10110,Tlaxcoapa,Calle Sierra Nevada,,,Tlaxcoapan,Hidalgo,MX-HID,42950
10111,Pemex,Carretera Federal Puebla-Tlaxcala,,,Xicohtzinco,Tlaxcala,MX-TLA,90796
10112,PEMEX 845,Carretera Federal Puebla-Tehuacán,Santa María Oxtotipan,,Tepeaca,Puebla,MX-PUE,75200
10113,,PUE 603,San Miguel el Pedregal,,Epatlán,Puebla,MX-PUE,74400
10114,,Cerrada San Francisco,,,Emiliano Zapata,Morelos,MX-MOR,62765
10115,PEMEX,Avenida Juárez,,Guadalajara,,Jalisco,MX-JAL,44100
10116,Pemex,Carretera Reforma Agraria-Puerto Juárez,Entronque Pedro Santos,,Bacalar,Quintana Roo,MX-ROO,
10117,Pemex,Avenida Internacional,,,Umán,Yucatán,MX-YUC,97390
10118,,Avenida Maxuxac,,Chetumal,Othón P. Blanco,Quintana Roo,MX-ROO,77086
10119,,Calle 20,,Ciudad Victoria,Victoria,Tamaulipas,MX-TAM,87049
10120,Pemex,Calle 5 Sur,,Municipio de Puebla,,Puebla,MX-PUE,72240
10121,,Calle Allende,,,Platón Sánchez,Veracruz,MX-VER,
10122,,MEX 15,,,Culiacán,Sinaloa,MX-SIN,
10123,Oxxo,Boulevard Vicente Valtierra,,León,León,Guanajuato,MX-GUA,37260
10124,Shell,Autopista México - Puebla,,Municipio de Puebla,,Puebla,MX-PUE,72110
10125,Pemex,Boulevard Independencia,,Torreón,Torreón,Coahuila,MX-COA,27010
10126,Oxxo,Boulevard Acapulco,,Monterrey,Monterrey,Nuevo León,MX-NLE,64790
10127,,Calle Roberto Fierro,,,Cuencamé,Durango,MX-DUR,
10128,Pemex,Calle Principal,,,Mezquital,Durango,MX-DUR,
10129,Pemex,Supercarretera Zacatecas-Aguascalientes,,,Rincón de Romos,Aguascalientes,MX-AGU,20435
10130,PEMEX,Toluca - Morelia,,,Villa de Allende,Estado de México,MX-MEX,50843
10131,Pemex,Calle El Pintor,,,Xico,Veracruz,MX-VER,91615
10132,,,Marco Antonio Muñoz,,Orizaba,Veracruz,MX-VER,94300
10133,,Calle 7,,,Umán,Yucatán,MX-YUC,97390
10134,Pemex,Carretera Buenavista-Tuxtepec,Cerro Colorado,,Cosamaloapan de Carpio,Veracruz,MX-VER,95560
10135,,Avenida de las Águilas,,General Escobedo,General Escobedo,Nuevo León,MX-NLE,64103
10136,Pemex,Calle Belisario Domínguez,,,,Ciudad de México,MX-CMX,04000
10137,,Calle Coahuila Sur,,Ciudad Obregón,Cajeme,Sonora,MX-SON,85000-85059
10138,PEMEX,Autopista La Tinaja - Acayucan,,,Juan Rodríguez Clara,Veracruz,MX-VER,
10139,,,Tecuantepec,,Tecoanapa,Guerrero,MX-GRO,39270
10140,,Carretera Nuevo Palomas-Hidalgo del Parral,,Hidalgo del Parral,Hidalgo del Parral,Chihuahua,MX-CHH,33836
10141,Pemex,Avenida López Mateos,,,Momax,Zacatecas,MX-ZAC,
10142,Pemex,Carretera El Huizache-Ciudad del Maiz,,,Guadalcázar,San Luis Potosí,MX-SLP,
10143,,Avenida Insurgentes,,Nicolás Romero,Nicolás Romero,Estado de México,MX-MEX,54430
10144,Pemex,Carretera Federal Puebla-Tlaxcala,,,Zacatelco,Tlaxcala,MX-TLA,90750
10145,,Avenida México,,Acapulco,Acapulco de Juárez,Guerrero,MX-GRO,39300
10146,,Boulevard Antonio Cárdenas,,Saltillo,Saltillo,Coahuila,MX-COA,25050
10147,Pemex,MEX 180,,,Centla,Tabasco,MX-TAB,86750
10148,Pemex,MEX 200,,,Escuintla,Chiapas,MX-CHP,
10149,,Calle Rivera,,,Tamiahua,Veracruz,MX-VER,
10150,Pemex,Libramiento de Matehuala,Los Ángeles,,Matehuala,San Luis Potosí,MX-SLP,78715
10151,Pemex E06515,Calle Santiago Troncoso,,Ciudad Juárez,Municipio de Juárez,Chihuahua,MX-CHH,32575
10152,Pemex E01422,Calle Luis C. Rodríguez,,,Cuauhtémoc,Chihuahua,MX-CHH,
10153,Pemex,Carretera Costera del Golfo : Ciudad del Carmen - Champotón - Campeche,,,Carmen,Campeche,MX-CAM,24327
10154,Pemex,Toluca - Morelia,,Morelia,Morelia,Michoacán,MX-MIC,58257
10155,Oxxo Gas,Avenida Héctor Caballero,,Apodaca,Apodaca,Nuevo León,MX-NLE,66645
10156,,Ejército Trigarante,,Poza Rica,Poza Rica de Hidalgo,Veracruz,MX-VER,93340
10157,Pemex,Periferico Norte,,Hermosillo,Hermosillo,Sonora,MX-SON,83178
10158,Pemex,Calle 14 Sur,,Municipio de Puebla,,Puebla,MX-PUE,72580
10159,Pemex,Avenida Niños Héroes,,Tijuana,Municipio de Tijuana,Baja California,MX-BCN,22050
10160,Pemex,Calle Pemex,,,San Fernando,Tamaulipas,MX-TAM,
10161,,Ricardo H. Mata,Barrio Acosta Lagunes,,Cazones de Herrera,Veracruz,MX-VER,
10162,,Libramiento de Ciudad Hidalgo,,,Hidalgo,Michoacán,MX-MIC,
